titulo,data,autoria,tags,principal,texto,label
Atualizado: Dilma e o cachorro sacrificado em Brasília,07/09/2016,Edgard Matsuki,,"Atualização: ao contrário do que a assessoria de Dilma, irresponsavelmente, informou ao Boatos.org, o cão Nego foi sacrificado. Na segunda-feira (12), a seguinte nota foi publicada. Nela, percebe-se que havia muitas informações desencontradas com o que saiu na mídia como, por exemplo, o número de cães dela (que são cinco e não dois). Em defesa à Dilma, a assessoria tenta fazer o que deveria ter feito antes: explicar as causas da ação e não negar. Infelizmente, a essa altura qualquer justificativa (mesmo que eventualmente correta) vem tarde demais para ser aceita. Leia o texto:","O impeachment passou e Dilma já foi embora de Brasília. Mas como com quase tudo relacionado aos atos dela nos últimos meses, a volta da ex-presidente para o Sul do país também foi conturbada. A polêmica desta vez girou em torno de um cachorro da raça labrador: o Nego.",0
Carnes de R$1.500/kg são encontradas na casa de Sérgio Cabral #boato,07/12/2016,Carol Lira,,"Boato – Polícia Federal encontra carnes na casa do ex-governador do Rio, Sérgio Cabral, que custam mais de R$ 1.500 reais.","Depois de ser preso no dia 17 de novembro na Operação Calicute, desdobramento da Lava Jato que desvendou um esquema milionário de propinas, o ex-governador do Rio, Sérgio Cabral, ao que tudo indica, estaria enfrentando mais um escândalo: o exagero e a fartura de carnes em sua geladeira.",1
Renan Calheiros é satirizado na capa do Charlie Hebdo #boato,13/12/2016,Hellen Bizerra,,Boato – Jornal francês Charlie Hebdo fez piada com Renan Calheiros ao mostrá-lo desrespeitando a Justiça na capa de sua última edição.,"A maioria de nós assiste perplexo ao dramalhão novelesco que todos os dias ganha um capítulo novo em Brasília. Ora envolvendo o Palácio do Planalto, o Congresso ou os quase “deuses do Olimpo” que habitam o Supremo Tribunal Federal, o fato é que consumimos essas cenas (ou somos nós os consumidos?) quer se queira quer não.",1
Vídeo Decretada Prisão de Aécio Neves é vírus que formata celular #boato,21/12/2016,Carol Lira,,Boato – Cuidado! Vídeo “Decretada Prisão de Aécio Neves” é um vírus muito perigoso que formata o celular. Falaram na TV Globo.,"Se você passa boa parte do seu tempo online, já viu muitas balelas circulando na internet e, provavelmente já até caiu em algumas delas. Tudo bem, você não foi o único.",1
Sérgio Reis escreve texto sobre a Ditadura #boato,28/12/2016,Carol Lira,Sérgio Reis,"Boato – Em carta publicada no Diário de São Paulo, Sérgio Reis diz que se arrepende de lutar contra ditadura.","Volta e meia, alguns textos (interessantes ou não) de autoria desconhecida viralizam na internet. E, como diz o ditado “quem conta um ponto aumenta um ponto”, sempre que isso acontece várias versões ou autores começam a surgir na web.",1
Família Obama serve funcionários que os serviram por 8 anos #boato,04/01/2017,Carol Lira,,"Boato – Grande exemplo! Em despedida, família Obama serve funcionários da Casa Branca que os serviram por oito anos.","Barack Obama disputou e venceu duas eleições para a Presidência dos Estados Unidos – a primeira em 2008 e a segunda em 2012. Primeiro negro a ocupar a Casa Branca, Obama deixa um legado transformador.",1
Italiano comprou quadro que sumiu do Planalto no governo de Lula #boato,13/01/2017,Carol Lira,,Boato – Interpol encontrou italiano que comprou quadro que desapareceu do acervo do Palácio do Planalto no governo Lula. ,"Desaparecido do mundo da boataria há mais de trinta dias (desde o ano passado), o ex-presidente Lula, não demorou muito para voltar a frequentar as páginas do ",1
Fotos do corpo de Fidel Castro vazam na internet #boato,26/11/2016,Carol Lira,,"Boato – Após anúncio da morte de Fidel Castro, imagens do corpo do ex-presidente de Cuba são compartilhadas na internet.","O mundo acordou neste sábado, 26 de novembro, com a triste notícia da morte do líder histórico da Revolução Cubana, Fidel Castro. O anúncio foi feito por Raúl Castro, seu irmão, em uma mensagem transmitida pela televisão.",1
Conta de Lula de R$108 milhões em Luxemburgo é descoberta #boato,04/10/2016,Hellen Bizerra,,Boato – Polícia descobriu conta milionária de Lula em Luxemburgo. Ex-presidente tem R$108 milhões em paraíso fiscal.,"Entra semana, sai semana e o turbilhão do cenário político não dá trégua. Pós-impeachment, cassação do Cunha e indiciamento de Lula, as coisas pareceram ficar mais tranquilas, mas só pareceram. Durante as campanhas para eleições municipais rolou de tudo, ",1
Rodrigo Maia está ilegal na presidência da Câmara por ser chileno #boato,06/12/2016,Hellen Bizerra,,"Boato – O presidente da Câmara dos Deputados, Rodrigo Maia, ocupa ilegalmente o cargo por que na verdade é chileno.",", em que os milhares de brasileiros protestaram contra a desfiguração do pacote anticorrupção sugerido pelo Ministério Público, internautas ficaram em polvorosa com uma notícia bombástica. Rodrigo Maia, o atual presidente da Câmara de Deputados está ilegalmente no cargo porque ele não é brasileiro.",1
FHC e Temer estão ameaçando o Moro usando a Abin #boato,19/12/2016,Hellen Bizerra,,Boato – Temer e Fernando Henrique Cardoso estão utilizando os serviços da Abin para investigar e ameaçar o juiz Sergio Moro.,"Faltam poucos dias para que o ano (difícil) de 2016 termine, mas ainda há tempo para muita água passar por debaixo da ponte. E de que ponte estamos falando? Claro que dessa estrutura capenga chamada política brasileira.",1
Teori Zavascki proíbe Sérgio Moro de investigar Lula #boato,19/01/2017,Carol Lira,,"Boato – O ministro do Supremo Tribunal Federal (STF), Teori Zavascki, proibiu o juiz Sérgio Moro de investigar Lula. Compartilhe!","No mundo da boataria, histórias envolvendo Lula e Moro parecem não ter fim. É um clássico. Um verdadeiro Fla-Flu da boataria. Uma disputa acirrada, emocionante e que tem de tudo.",1
Teori Zavascki foi assassinado por causa da Lava-Jato #boato,,Edgard Matsuki,,Boato – Morte do ministro do STF não foi um acidente. Teori Zavascki foi assassinado por causa da Operação Lava-Jato.,Não faz nem 24 horas que o Boatos.org desmentiu uma história falsa compartilhada por pessoas que gostam e por pessoas que odeiam Lula: a de que,1
Maria do Rosário quer fechar acordo com PCC e FDN #boato,20/01/2017,Edgard Matsuki,,"Boato – Ministra dos Direitos Humanos, Maria do Rosário, quer fechar acordo com o PCC e a FDN para acabar com rebeliões. Acordo prevê auxílio de R$ 2.500.","Agora, o noticiário de 2017 pegou fogo mesmo. Em meio à morte do ministro do STF Teori Zavascki, a crise prisional continua nas cadeias do país. No Rio Grande do Norte, presos continuam, pelo sétimo dia seguido, em um motim.",1
"Sargento Marcondes, do PT, ajudou a derrubar o avião de Teori #boato",,Edgard Matsuki,,Boato – O terceiro sargento Marcondes ajudou na queda do avião de Teori Zavascki. Ele orientou piloto a descer a uma altura não recomendável.,"Mal o avião que matou o ministro do STF Teori Zavascki caiu e diversas teorias da conspiração começaram a circular na internet. Buscando “provar” que houve um assassinato, diversas histórias apontam para detalhes que “denunciariam” o crime.",1
Chefe da Abin denuncia plano de Lula e PT para derrubar avião de Teori #boato,,Edgard Matsuki,,Boato – Diretor chefe da Abin confirmou ao Estadão grampo telefônico em que Lula e PT planejavam derrubar avião de Teori Zavascki.,"E lá vamos nós falar de mais uma teoria da conspiração que circula a respeito da queda do avião de Teori Zavascki. Mais uma vez, essa seria “a prova” de que o ministro do STF e relator da Lava-Jato foi assassinado.",1
Avião de Teori não tinha caixa-preta e câmeras foram retiradas do hangar #boato,21/01/2017,Hellen Bizerra,,Boato – Avião do ministro Teori Zavascki não tinha caixa-preta e todas as câmeras do hangar onde ficava a aeronave foram retiradas.,"As especulações sobre a queda do avião que matou o ministro Teori Zavascki e outras sete pessoas simplesmente não param. Desde que o acidente foi informado, as redes sociais e até as rodas de bar estão em polvorosa sobre o mesmo questionamento: foi de fato acidente?",1
"Sargento Marcondes, filiado do PSDB, apagou gravação de avião de Teori #boato",21/01/2017,Hellen Bizerra,,"Boato – Para ocultar provas, sargento Marcondes, filiado ao PSDB, apagou gravação de conversa o avião que levava Teori Zavascki.",Quando alguma coisa muito chocante acontece é comum ao ser humano tentar encontrar explicações para o ocorrido. Como se fosse uma necessidade intrínseca em todos a ideia de que “tem que haver um motivo” para tudo.,1
"7 boatos que circulam na web sobre Teori Zavascki, sua morte e o futuro da Lava-Jato",22/01/2017,Hellen Bizerra,,"Após a queda do avião que matou o ministro Teori Zavascki, a internet não parou de criar histórias envolvendo a tragédia. Separamos sete delas para você não acreditar.","Ainda é recente na memória de todos a queda do avião que acabou matando o então presidenciável Eduardo Campos em 2014. Pouco antes de completar três anos desse acidente, mais um renomado personagem do cenário nacional morreu em semelhante situação.",1
USP lista 10 maiores sites de notícias falsas do Brasil em pesquisa #boato,25/01/2017,Edgard Matsuki,,Boato – USP divulgou a lista dos 10 maiores sites de notícias falsas do Brasil. Pesquisa apontou que são sites anônimos e de direita.,"Nos últimos tempos (mais exatamente após as eleições presidenciais dos Estados Unidos), muito tem se discutido sobre como evitar os boatos na internet. Nós, que há quase quatro anos desmentimos informações falsas que circulam na web, sabemos da importância de se discutir esse problema. Também sabemos que ele tem que ser discutido com cuidado para que não se espalhe mais desinformação.",1
"Piloto de Eduardo Campos foi envenenado, diz laudo #boato",27/01/2017,Edgard Matsuki,,Boato – Laudo aponta que o piloto do jato de Eduardo Campos foi envenenado. Essa é a prova do crime contra o ex-candidato a presidente.,Desde que aconteceu o,1
Lista da delação da Odebrecht na Lava-Jato vazou após morte de Teori Zavascki #boato,23/01/2017,Edgard Matsuki,,"Boato – Depois da morte de Teori Zavascki, vazou lista da delação da Odebrecht na Operação Lava-Jato. Tem Lula e Temer nelas.",A morte do ministro do STF Teori Zavascki ainda está repercutindo nos noticiários e na internet. Em meio a muitas suspeitas ,1
Marisa Letícia teve morte cerebral e mídia esconde que ela morreu #boato,29/01/2017,Edgard Matsuki,,"Boato – Internada desde o dia 24 de janeiro por causa de um AVC, Marisa Letícia já teria tido morte cerebral diagnosticada. Ela morreu.","No dia 24 de janeiro, uma das principais notícias do dia foi a internação no Hospital Sírio-libanês de Marisa Letícia Lula da Silva. Desde o dia em que dona Marisa teve o acidente vascular cerebral (AVC), muito tem se especulado em relação ao estado de saúde dela. Em meio a tudo isso, uma informação tem chamado atenção.",1
7 boatos sobre Michel Temer que já viralizaram na internet,29/01/2017,Hellen Bizerra,,"O atual presidente da República não consegue deixar de ser foco da mídia, muito menos dos boatos. Separamos sete histórias falsas sobre Temer que bombaram na internet, para você não acreditar quando vir de novo.","Não faz muito que o então vice-presidente da República se tornou Chefe do Poder Executivo brasileiro. No entanto, se há um termo para resumir o que foram os meses de Michel Temer como presidente do Brasil é “conturbado”. O presidente assistiu vários ministros renunciarem, teve seu nome citado em delações da Lava Jato, foi envolvido no estranho caso da denúncia de coerção de Marcelo Calero, enfim, o homem esteve em alta.",1
"Lula diz que Marisa morreu por culpa de Sérgio Moro, povo e Justiça #boato",,Edgard Matsuki,,"Boato – Lula disse, em primeira aparição pública, que Marisa Letícia ficou doente por causa de Sérgio Moro, da Justiça e da pressão do povo.","Desde que Maria Letícia Lula da Silva sofreu um AVC, diversas histórias falsas começaram a circular sobre o assunto na internet. A primeira delas dava conta que ",1
Morte de dona Marisa é uma farsa; ela foi fotografada na Itália #boato,04/02/2017,Edgard Matsuki,,Boato – Dona Marisa foi fotografada na Itália. Médicos apontam que morte foi uma farsa já que ela está em um caixão lacrado.,"Depois que dona Marisa Letícia Lula da Silva, ex-primeira-dama do Brasil, foi internada no Hospital Sírio-Libanês, muita gente começou a falar que ela já havia ",1
Dona Marisa não pode doar órgãos por ter mais de 70 anos #boato,05/02/2017,Edgard Matsuki,,Boato – Anúncio de doação de órgãos de dona Marisa é um golpe de publicidade. Ela não pode doar órgãos por ter mais de 70 anos.,E cá estamos nós para falar de mais um boato relacionado à morte de Marisa Letícia Lula da Silva. Aqui no Boatos.org já falamos de textos que ,1
7 boatos relacionados à morte de dona Marisa Letícia que circularam na internet,06/02/2017,Daniela Martins,,"Desde que a ex-primeira-dama Marisa Letícia Lula da Silva foi internada no Hospital Sírio-Libanês (SP) muitas notícias surgiram. Sobre o assunto, o Boatos.org destacou sete histórias que viralizaram na internet e que apesar de serem boatos foram compartilhadas.","Um dos assuntos mais comentados nos últimos dias é a internação e, posteriormente, a morte da esposa do ex-presidente Lula, a ex-primeira-dama Marisa Letícia Lula da Silva. Ela foi internada no dia 24 de janeiro após sofrer um Acidente Vascular Cerebral (AVC). Ao longo da semana, a imprensa e pessoas de todo país acompanharam o caso. Vamos acompanhar sete boatos relacionados a dona Marisa Letícia. Confira abaixo:",1
PMDB e PSDB aprovam aposentadoria para deputado com um ano de mandato #boato,10/02/2017,Edgard Matsuki,,"Boato – Em meio a tratativas da Reforma da Previdência, PMDB e PSDB aprovam aposentadoria para deputado com um ano. Tá feliz?","Como era esperado, o tema Previdência será um dos mais tratados em 2017. Na Câmara, a Comissão Especial que debate o assunto já está instaurada. E na internet, muita informação, opinião e desinformação está sendo divulgada.",1
Cármen Lúcia vai assumir a Lava-Jato no lugar de Teori #boato,20/01/2017,Carol Lira,,"Boato – Devido ao momento político vivido no Brasil, ministra Cármen Lúcia vai assumir as investigações da Operação Lava Jato.  ","A morte do ministro Teori Zavascki, relator da Lava-Jato no Supremo Tribunal Federal (STF), nesta quinta-feira (19), foi, sem dúvida, um dos assuntos mais comentados na internet. Entre teorias da conspiração e boatos, internautas tentam descobrir qual será o destino da cadeira do ministro.",1
Sérgio Reis reclama de reajuste da aposentadoria e salário dos deputados #boato,12/02/2017,Daniela Martins,Sérgio Reis,Boato – Cantor Sérgio Reis publicou uma carta no jornal Diário de São Paulo revelando sua insatisfação com o reajuste da aposentadoria e com o alto salário dos deputados.,"Com a chegada da vida adulta, as responsabilidades se tornam cada vez maiores. Uma delas é a escolha da profissão e essa cobrança vem desde cedo. Após essa escolha ser feita, ainda temos que enfrentar outras indagações: “ Qual é o salário”, “ Ganha bem? ”. E por aí vai.",1
Vazou a lista das delações da Odebrecht homologadas 30/01 #boato,,Edgard Matsuki,,,"Uma das grandes angústias de muitas pessoas que acompanham as investigações da Operação Lava Jato foi resolvida (ou não) no dia 30 de janeiro de 2017. Após o pedido de urgência por parte da Procuradoria-Geral da República, a Cármen Lúcia, presidente do STF, homologou as delações de 77 executivos da empreiteira Odebrecht.",1
Camarotti vai entrevistar Moro na Globo News hoje #boato,16/02/2017,Edgard Matsuki,,"Boato – Hoje, às 22h, Gerson Camarotti entrevista o juiz Sérgio Moro na Globo News. Divulguem para estourar a audiência!","Sem dúvidas, uma das figuras mais citadas no Brasil é a do juiz Sérgio Moro. Deve ser por isso que uma das coisas mais aguardadas por muitas pessoas é uma entrevista com o juiz da Operação Lava-Jato. Se depender de um texto que circula na internet a espera dessas pessoas pode acabar.",1
"Dona Marisa era funcionária do Congresso, ganhava R$ 68 mil e Lula quer pensão #boato",15/02/2017,Edgard Matsuki,,Boato – Dona Marisa Letícia Lula da Silva era funcionária do Congresso e ganhava R$ 68 mil. Lula entrou com pedido de pensão vitalícia.,"Já fazem algumas semanas que ocorreu o AVC e, posteriormente, a morte de Marisa Letícia Lula da Silva, a dona Marisa. Mesmo assim, alguns boatos relacionados a ela continuam circulando na internet.",1
Sérgio Moro é flagrado jantando com Temer e Rodrigo Maia #boato,25/04/2017,Carol Lira,,"Boato – Juiz Sérgio Moro é flagrado confraternizando com Michel Temer e Rodrigo Maia, presidente da Câmara dos Deputados.","Desde que o mundo é mundo, se você é uma figura pública, vira e mexe será alvo de boatos na internet. Aqui no ",1
Roberto Requião recebe pensão de R$ 452 mil por mês #boato,27/04/2017,Carol Lira,,Boato – Imagem aponta que o senador Roberto Requião (PMDB-PR) recebe pensão especial de R$ 452 mil reais por mês.,"No meio do debate sobre a reforma da Previdência, boatos sobre políticos famosos não faltam. Nos últimos dias, desmentimos vários boatos envolvendo algumas figuras do mundo político como Temer.",1
General Villas Bôas diz que vai ter intervenção militar se Temer vacilar #boato,,Edgard Matsuki,,"Boato – Em comunicado interno ao jornal Valor, general Villas Bôas disse haverá intervenção militar se Temer vacilar e tentar abafar a Lava Jato.","Em meio à polarização que tem tomado conta da política nacional, o nome do presidente Michel Temer tem sido uma unanimidade entre os mais de esquerda e os de mais de direita. Ambos lados do polo fazem duras críticas a ele. Enquanto a esquerda o acusa de atuar a “favor do empresariado e da direita”, a direita o acusa de ser corrupto “como todo político de esquerda”.",1
7 boatos sobre Jair Bolsonaro que viralizaram na internet,30/04/2017,Carol Lira,,"Reeleito como o deputado federal mais votado no Rio de Janeiro, o polêmico Jair Bolsonaro tem sido protagonista de muitos boatos na internet. Confira uma lista de sete histórias falsas que circularam sobre ele.","Jair Bolsonaro (PSC-RJ) é, atualmente, uma das figuras mais famosas no meio político. Reeleito como o deputado federal mais votado no Rio de Janeiro e conhecido por sua postura (considerada homofóbica e autoritária por muitos), Bolsonaro goza da admiração popular por não ter sua imagem ligada aos escândalos da Lava-Jato e por desafiar políticas conhecidas como “politicamente correta”.",1
Oscar Niemeyer diz que Brasília deveria ter formato de camburão e é pinico #boato,29/04/2017,Hellen Bizerra,,"Boato – Niemeyer afirma que a capital do país, na verdade, deveria ter forma de camburão por causa dos políticos e que parece um pinico.","O Brasil, apesar dos pesares, tem grandes figuras que possuem considerável fama internacional. Artistas, estudiosos, esportistas, escritores, os profissionais brasileiros conquistaram o mundo ao longo da história e basta uns momentos de reflexão para enumerar Carmen Miranda, Ayrton Senna, Pelé, Roberto Carlos, Marta, Paulo Coelho…",1
Lula enviou carta à Shell em 1986 reclamando da Lei Seca #boato,30/04/2017,Edgard Matsuki,,Boato – O então torneiro mecânico Luiz Inácio Lula da Silva enviou uma carta à Shell em 1986 reclamando da Lei Seca nas eleições.,"Todas as revelações dos últimos tempos em relação a casos de corrupção (principalmente na Lava Jato) têm influenciado também as notícias falsas que circulam na internet. Não à toa que os últimos boatos políticos estão, normalmente, relacionados à corrupção. Porém, há algumas exceções à regra. É o caso do texto de hoje.",1
Mulher de Moro tem nome ligado a esquema de corrupção na APAE #boato,01/05/2017,Edgard Matsuki,,"Boato – Mulher do juiz Sérgio Moro, Rosângela Wolff Moro, tem o nome ligado a um esquema de corrupção nas APAEs do estado do Paraná.","Enquanto a Lava Jato vai seguindo em suas fases e a política brasileira vai entrando em frangalhos com as revelações da operação, a “guerra virtual” entre alguns internautas segue quente. De um lado, admiradores de Lula. De outro, fãs de Sérgio Moro. Em meio a isso, muitas acusações e, claro, boatos.",1
Corretores da redação do Enem espionam perfis do Facebook #boato,,Edgard Matsuki,,Boato – Corretores da redação do Enem estão espionando o perfil das pessoas no Facebook para ver a orientação ideológica deles.,"Todos os anos, a mesma coisa acontece: quando sai o resultado da redação do Enem, muitas pessoas comemoram a nota tirada no exame e outras tantas lamentam o resultado obtido. No meio disso, diversas acusações sempre aparecem. Uma dessas acusações tem chamado atenção na internet.",1
Dilma está namorando e vai se casar com James Naylor Green #boato,03/05/2017,Edgard Matsuki,,Boato – A ex-presidente Dilma Rousseff está namorando o ativista norte-americano James Naylor Green. Eles vão se casar em breve.,"Já faz quase um ano que Dilma Rousseff saiu da Presidência do Brasil. Neste período, ela se afastou dos holofotes da política. Mesmo assim, volta e meia alguém se lembra dela seja positivamente como negativamente. E claro, boatos sobre ela aparecem. Não como na época em que era presidente, mas ainda aparecem.",1
Eleições 2018 serão canceladas por Maia em Golpe 2.0 #boato,05/05/2017,Edgard Matsuki,,"Boato – Presidente da Câmara, Rodrigo Maia, deu o primeiro passo para cancelar as eleições de 2018 ao pedir que mandato seja de cinco anos.  ",A semana está agitada em termos de boatos na internet. É ,1
Bolo de casamento da filha do governador de Goiás custou R$ 250 mil #boato,,Edgard Matsuki,,"Boato – Vazou na internet a foto do bolo de casamento da filha do governador de Goiás, Marconi Perillo. Bolo custou R$ 250 mil.","Notícias sobre casamentos de celebridades e, consequentemente, o custo deles sempre causam polêmica na internet. Quando a notícia é relacionada a um político, a polêmica é maior ainda. Se ele está sendo investigado na Operação Lava-Jato, nem se fala. É o caso da história de hoje.",1
Advogado que torceu pela morte de dona Marisa sofre AVC #boato,,Edgard Matsuki,,"Boato – Advogado soltou fogos quando dona Marisa Letícia foi para o hospital. Depois que ela morreu, ele sofreu um AVC em São Paulo.","A morte de dona Marisa, ou Marisa Letícia Lula da Silva, está, de fato, dando o que falar. Não foram poucos os boatos que apareceram sobre o assunto na internet. E cá estamos para falar sobre mais um deles.",1
Reportagem sobre o app Mudamos foi censurada pela Globo #boato,11/05/2017,Hellen Bizerra,,"Boato – Matéria sobre o aplicativo Mudamos, que envia projetos de lei ao Congresso, foi censurada após passar na Globo.","As pessoas tem se manifestado contra e a favor daquilo que acreditam para mudar alguns cenários no Brasil. Das passeatas pelas Diretas Já às manifestações pró e/ou contra o impeachment de Dilma Rousseff, há de se convir que as pessoas têm ganhado as ruas, assim como as assembleias, os plenários, as sessões.",1
7 boatos sobre o juiz Sérgio Moro que circulam na internet,13/05/2017,Hellen Bizerra,,"Ainda um dos personagens principais da operação Lava-Jato, o juiz Sérgio Moro segue nos holofotes da imprensa e dos boatos.","Muitas pessoas aguardaram ansiosas e atentas ao depoente que se apresentou diante de Sérgio Moro na última semana. Quem era ele? Luiz Inácio Lula da Silva, ex-presidente do Brasil, um dos nomes mais influentes da política brasileira e do Partido ",1
Google faz pesquisa para presidente em 2018 e Bolsonaro lidera #boato,15/05/2017,Edgard Matsuki,,Boato – Google está fazendo pesquisa de intenção de voto para presidente em 2018. Bolsonaro lidera em todos os cenários.,"Falta mais de um ano para o início da campanha eleitoral para presidente em 2018. Porém, toda a conjuntura da política atual (com impeachment e Lava Jato) tem feito a campanha se iniciar muito antes do que o normal. Tanto que alguns nomes já são dados como (quase) certos para a disputa.",1
Mônica Moura forjou prova contra Dilma ao criar e-mail em 2017 #boato,14/05/2017,Edgard Matsuki,,Boato – Google desmente delação de Mônica Moura ao apontar que e-mail Iolanda foi criado em 2017. Prova contra Dilma foi forjada.,"Além do depoimento de Lula à Lava Jato, outro acontecimento político que tem chamado atenção nos últimos dias: é a liberação da delação premiada de João Santana e Mônica Moura. Entre as denúncias citadas pelo casal ao STF, uma chamou atenção: Dilma teria criado um e-mail para se comunicar diretamente com Moura.",1
"Presidente do STF, Cármen Lúcia, diz que pode pedir prisão de Michel Temer #boato",18/05/2017,Carol Lira,,"Boato – A Presidente do Supremo Tribunal Federal, ministra Cármen Lúcia, disse que pode pedir prisão de Michel Temer e Aécio Neves.",Depois que a imprensa divulgou o conteúdo da delação que indica que ,1
Globo News diz que Temer deu anal para comprar Cunha #boato,18/05/2017,Edgard Matsuki,,Boato – Globo News cometeu uma gafe ao colocar no ar GC dizendo que Temer deu anal para comprar silêncio de Cunha.,"Sem dúvidas, o Brasil está pasmo depois da divulgação da delação de Joesley Batista. Ainda em meio a dúvidas se o presidente Michel Temer continuará no cargo, muita gente consegue fazer brincadeiras com a situação.",1
CUT pede prisão de Lula durante manifestação em SP #boato,01/05/2017,Edgard Matsuki,,"Boato – Durante protesto em São Paulo, sindicalista arrependido da CUT pediu a prisão de Lula e foi aplaudido.  ","Passados três dias da chamada greve geral (convocada por centrais sindicais no dia 28 de abril), a internet ainda repercute alguns acontecimentos das manifestações ocorridas no dia em que diversos serviços pararam em protesto contra as reformas da Previdência e trabalhista.",1
"Esposa de Aécio Neves, Letícia Weber, xinga brasileiros em vídeo #boato",19/05/2017,Edgard Matsuki,,"Boato – Depois de abertura de inquérito contra senador, esposa de Aécio Neves gravou um vídeo xingando brasileiros e dizendo que vai para Orlando.","Além de Temer, o grande alvo das primeiras informações da delação de executivos da JBS foi Aécio Neves. O ex-candidato a presidente perdeu o cargo de senador e virou réu por causa revelações comprometedoras por parte de Joesley Batista. É claro que isso fez os críticos a ele “pirarem” na internet.",1
Temer vai renunciar em pronunciamento hoje à noite #boato,,Edgard Matsuki,,"Boato – Depois de denúncias de que ele teria dado aval para propina de Cunha, Michel Temer vai renunciar hoje à noite.  ","E cá estamos mais uma vez para falar de um desdobramento das denúncias contra o (por enquanto) presidente Michel Temer por parte de executivos da JBS. Desde que a informação da delação premiada vazou, muito tem se especulado se ele iria deixar o cargo ou sofrer um processo de impeachment.",1
Lula foi vaiado em voo de São Paulo para Brasília #boato,13/06/2017,Edgard Matsuki,,Boato – Ex-presidente Lula foi vaiado e quase agredido em voo de São Paulo para Brasília. Ele teve que se esconder na cabine.,"Longe do poder e perto de um julgamento, o ex-presidente Luiz Inácio Lula da Silva é uma das figuras que mais divide opiniões no cenário político brasileiro. Na internet, é possível ver os que “amam” Lula e o querem para presidente em 2018 e os que desejam que ele vá parar na cadeia.",1
Deputados vão ganhar R$ 6 mi para votar reforma da Previdência #boato,15/06/2017,Edgard Matsuki,,Boato – Governo de Michel Temer vai pagar R$ 6 milhões para cada um dos deputados que votar a favor da reforma da Previdência.,"Em meio ao furacão político que atravessa, o governo tenta a todo custo aprovar as “tais reformas” (trabalhista e da Previdência) que, segundo o presidente Michel Temer, são “fundamentais para o Brasil”.",1
7 boatos que viralizaram na internet após a delação da JBS,21/05/2017,Carol Lira,,"Enquanto a crise política se agrava com as delações da JBS, os boatos crescem e ganham a cena. Separamos 7 histórias sobre o tema para você.",A divulgação do conteúdo das delações premiadas dos executivos do grupo JBS e áudios gravados pelo empresário Joesley Batista em conversas com presidente Michel Temer abriu mais um capítulo da crise política e fez com o governo vivesse seu pior momento.,1
Delação da JBS foi divulgada para eleger Lula e o PT #boato,19/05/2017,Edgard Matsuki,,"Boato – O vazamento da delação de Joesley Batista, da JBS, foi divulgado para tirar Temer e colocar Lula e o PT na Presidência da República.","Um dia que durou semanas. É possível dizer que o intervalo entre as noites de 17/05 e 18/05 foi cercada de expectativas. Primeiro, a delação de Joesley Batista, dono da JBS, com acusações ao presidente da República vazou na imprensa. Depois, começaram rumores que Michel Temer renuncia. Por fim, Temer disse que ficaria e os áudios foram divulgados.",1
Jovem que tatuou Dilma no braço faz vaquinha para fazer remoção #boato,16/06/2017,Kyene Becker,,"Boato – Jovem de Porto Alegre tatua nome de Dilma Rousseff nos braços, se arrepende e faz vaquinha na internet para remover tatuagens.","Tatuagem é algo sempre muito pessoal. Existem aquelas tatuagens com um significado secreto e também existem aquelas que são feitas em forma de homenagem a grandes ídolos ou pessoas importantes nas vidas das pessoas. Em qualquer um dos casos, há chances de arrependimento e o processo de remoção ou cobertura é sempre doloroso – em todos os sentidos: no físico e no bolso.",1
Tiririca diz que o Brasil está assim porque se esqueceu de Deus #boato,19/06/2017,Edgard Matsuki,,,"Apesar de ser um dos deputados com atuação mais discreta na Câmara, Francisco Everardo (conhecido como Tiririca) é sempre um dos mais citados pela população. Ao contrário da maioria dos seus nobres colegas, Tiririca mais é alvo de elogios do que de críticas por onde passa. E assim como os outros, é personagem de boatos.",1
"Joesley aparece em foto abraçado com Lula, Cabral, Pezão e Paes #boato",22/06/2017,Carol Lira,,"Boato – Imagem compartilhada no Facebook e WhatsApp mostra o empresário Joesley Batista abraçado com Lula, Cabral, Pezão e Paes. ","Enquanto todos seguem acompanhando os impactos da delação do empresário Joesley Batista, dono da JBS, na política brasileira, o mundo da boataria segue girando e tirando o sossego do ",1
7 boatos sobre o deputado (e palhaço) Tiririca que circulam na internet,23/06/2017,Kyene Becker,,"O deputado federal Francisco Everardo, o ex-palhaço Tiririca, já foi vítima de muitos boatos na internet. O Boatos.org separou os sete melhores boatos sobre Tiririca para você conferir.","Desde que entrou na vida política, Francisco Everardo, o Tiririca, tem sido vítima de inúmeras histórias criativas na internet. A maior parte dos boatos foi relacionada ao mundo político, como o impeachment da presidente Dilma e as investigações da Lava Jato. Confira a seleção de mentiras sobre o nosso eterno Tiririca que o Boatos.org preparou pra você.",1
Projeto obriga uniforme unissex em todas escolas do Brasil #boato,26/06/2017,Edgard Matsuki,,Boato – Ativistas dos direitos humanos enviaram à ONU e à Câmara dos Deputados projeto que obriga escolas a adotarem uniforme unissex em 2018.,"Não são raras as vezes em que falamos de notícias falsas sobre projetos de lei que circulam na internet. Na grande maioria das vezes, os boatos que “pegam” são relacionados a algo que, de acordo com os mais conservadores, “fere a moral e os bons costumes”. A nossa história de hoje fala justamente sobre isso.",1
