titulo,vinheta,tempo,data_explicita,autoria,lead,principal,texto,label
É #FAKE que médicos franceses protestaram ao descobrir que pandemia de Covid-19 é 'um golpe', Fato ou Fake ,Há 2 anos, 25/07/2020 ," Por Roberta Pennafort, CBN ","Foto que viralizou, na verdade, é de profissionais de saúde em ato por melhores condições de trabalho, anterior aos primeiros registros do coronavírus na França.",," Circula nas redes sociais a foto de um protesto de profissionais de saúde franceses, em que eles jogam os jalecos no chão de um hospital. A legenda diz ter se tratado de uma manifestação de revolta porque eles descobriram que a pandemia de Covid-19 “é um golpe”. É #FAKE. ",1
É #FAKE que vídeo mostre Mandetta ao lado de Gilmar Mendes em Lisboa, G1 Fato ou Fake ,Há 2 anos,,,"Alegação falsa acompanha vídeo que mostra ataque contra ministro do STF no ano passado, mas agenda oficial do ex-ministro aponta que sua presença não seria possível.",,,1
É #FAKE que motorista que dirigir sem máscara de proteção pode perder pontos na carteira, G1 Fato ou Fake ,Há 2 anos,,,"Mensagem não precisa o local do país. Mas, segundo o Departamento Nacional de Trânsito (Denatran), essa possibilidade não existe no Brasil, seja onde for. Mesmo em cidades onde foi estabelecida a obrigatoriedade de máscaras pela população nas ruas para frear a propagação da doença, caso do Rio de Janeiro e de Salvador, onde a mensagem tem circulado, isso não se aplica.",,,1
É #FAKE vídeo que diz que companhia aérea British Airways está encerrando as atividades, G1 Fato ou Fake ,Há 2 anos,,,Empresa diz que não produziu o vídeo e que conteúdo não reflete a verdade. Material circula na internet em meio à discussão sobre ajustes com a crise econômica.,,,1
É #FAKE que Câmara aprovou aborto até 22 semanas no Brasil, Fato ou Fake ,Há 2 anos, 25/07/2020 ," Por Roney Domingos, G1 ","Foram aprovados, na verdade, projetos que protegem a mulher vítima de violência doméstica. Sessão foi presidida por deputado evangélico e nada referente a aborto foi mantido nas proposições."," Circula pelas redes sociais um cartaz com a foto do presidente da Câmara dos Deputados, Rodrigo Maia (DEM), à frente de um boneco semelhante a um feto humano e a mensagem: ""Luto. Na calada da noite Rodrigo Maia e seus comparsas aprovam o aborto até 22 semanas no Brasil"". A mensagem é #FAKE. "," A mensagem passou a viralizar após a aprovação, no dia 9, de projetos de lei que buscam garantir proteção às mulheres vítimas de violência doméstica durante a pandemia. ",1
É #FAKE que STF autorizou monitoramento do WhatsApp de todos os brasileiros, Fato ou Fake ,Há 2 anos, 25/07/2020 , Por Roney Domingos ,Mensagem tem bombado nas redes pelo menos desde 2017. Assessoria do STF diz que ela não tem nenhum fundamento.," Circula pelas redes sociais uma mensagem que diz que o STF deu autorização judicial para o monitoramento do WhatsApp de todos os brasileiros. O texto faz uma referência direta no título ao aplicativo de mensagens, mas também inclui no corpo do texto o Twitter, o Facebook e outros canais de comunicação. É #FAKE. ", A ,1
É #FAKE que coletor usado em teste para coronavírus pode provocar dano cerebral, Fato ou Fake ,Há 2 anos, 25/07/2020 ," Por Roberta Pennafort, CBN ","'A mensagem é totalmente ‘fake’. Não há tecido cerebral no nariz', diz otorrinolaringologista. ",," Circula nas redes sociais um texto que afirma que o coletor usado no teste RT-PCR do coronavírus, introduzido no nariz, pode causar inflamação no cérebro. É #FAKE. ",1
É #FAKE que coletor usado em teste para coronavírus pode provocar dano cerebral, G1 Fato ou Fake ,Há 2 anos,,,"'A mensagem é totalmente ‘fake’. Não há tecido cerebral no nariz', diz otorrinolaringologista.",,,1
É #FAKE que vídeo mostre Mandetta ao lado de Gilmar Mendes em Lisboa , Fato ou Fake ,Há 2 anos, 25/07/2020 ," Por Roney Domingos, G1 ","Alegação falsa acompanha vídeo que mostra ataque contra ministro do STF no ano passado, mas agenda oficial do ex-ministro aponta que sua presença no local não era possível."," Circula pelas redes sociais um vídeo que mostra um homem que passa pela rua, grita palavras contra o ministro Gilmar Mendes, do Supremo Tribunal Federal (STF), e é filmado por um outro homem que está na calçada. A cena ocorre em uma rua de Lisboa, Portugal. A legenda que acompanha o vídeo diz: ""Mandetta e Gilmar Mendes no bairro do Chiado em Lisboa tomando chopinho"". A mensagem é #FAKE. "," O vídeo coincide com registros na internet de que Gilmar Mendes foi alvo de hostilidade em Lisboa, em abril de 2019. Ele esteve de fato em Portugal, onde participou do 7º Fórum Jurídico de Lisboa, que ocorreu nos dias 22, 23 e 24 de abril, na Universidade de Lisboa. ""O ministro Gilmar Mendes não estava acompanhado do ex-ministro Mandetta"", diz íntegra da nota enviada pela assessoria do Supremo Tribunal Federal (STF). ",1
É #FAKE que OMS considere desnecessário uso de máscara por quem não tem Covid-19, G1 Fato ou Fake ,Há 2 anos,,,"Orientação da agência para países onde há ampla circulação do vírus, como o Brasil, é que todo mundo, doente ou não, utilize o item de proteção facial.",,,1
"É #FAKE que presos liberados da cadeia por conta da pandemia de Covid-19 cometeram 13,9% dos homicídios do país no mês de abril", Fato ou Fake ,Há 2 anos, 25/07/2020 ," Por Roberta Pennafort, CBN ","Índice, na verdade, se refere ao montante de egressos do sistema carcerário que foram assassinados no Rio Grande do Sul."," Circula pelas redes sociais que 13,9% dos homicídios ocorridos no Brasil no mês de abril tiveram como autores pessoas que foram liberadas do sistema penitenciário por conta da pandemia do coronavírus. É #FAKE. "," Em março, o Conselho Nacional de Justiça, diante da pandemia da Covid-19 e do alto risco de propagação do coronavírus nas cadeias, recomendou a tribunais e magistrados a avaliação da possibilidade de concessão de saída antecipada a detentos - em casos previstos em lei, e de prisão domiciliar àqueles já em regime aberto ou semiaberto. ",1
É #FAKE que beber vodca ou uísque mate o coronavírus na garganta, Fato ou Fake ,Há 2 anos, 25/07/2020 ," Por Roberta Pennafort, CBN ","Em áudio, mulher diz que recomendação de tomar destilados assim que chegar da rua pode eliminar o Sars-CoV-2 na garganta; especialistas refutam tese.", Circula pelo WhatsApp um áudio em que uma mulher diz que beber uísque ou vodca mata o coronavírus na garganta. É #FAKE. ," Na mensagem, a mulher diz que, numa família de seis pessoas, a única que ficou doente foi a parente abstêmia. “Você saiu pra rua. Quando chegar em casa, toma um gole de vodca ou uísque! Não precisa tomar muito. O bichinho fica na garganta. Você tomando, mata o bicho. Se você passa o álcool no mão, ele morre. Se passar na garganta, também.” ",1
"É #FAKE que mistura de laranja, limão e melão-de-são-caetano cure a Covid-19", G1 Fato ou Fake ,Há 2 anos,,,"Trata-se de apenas de mais uma falsa 'cura milagrosa' para a doença, explicam especialistas.",,,1
É #FAKE que OMS considere desnecessário uso de máscara por quem não foi infectado pelo coronavírus, Fato ou Fake ,Há 2 anos, 25/07/2020 ," Por Roberta Pennafort, CBN ","Orientação da agência para países onde há ampla circulação do vírus, como o Brasil, é que todo mundo, doente ou não, utilize o item de proteção facial.", Circula nas redes sociais que a Organização Mundial de Saúde (OMS) considera desnecessário o uso de máscara de proteção contra o coronavírus se a pessoa estiver saudável. É #FAKE. ," Procurada pela CBN, a OMS diz que sua publicação mais atualizada a respeito do uso de máscaras, datada de um mês atrás, orienta que, em locais onde há disseminação comunitária da doença – caso do Brasil –, “os governos devem incentivar o público em geral a usar máscaras onde houver transmissão difusa e o distanciamento físico for difícil, como em transportes públicos, em lojas ou em outros ambientes confinados ou lotados”. ",1
É #FAKE vídeo que diz que companhia aérea British Airways está encerrando as atividades, Fato ou Fake ,Há 2 anos, 25/07/2020 ," Por Roney Domingos, G1 ",Empresa diz que não produziu o vídeo e que conteúdo não reflete a verdade. Material circula na internet em meio à discussão sobre ajustes com a crise econômica. ," Circula pelas redes sociais um vídeo com funcionários, aeronaves e símbolos da companhia aérea British Airways. Um texto diz: ""British Airways dizendo adeus ao mundo. Inacreditável para uma das companhias aéreas com maior lucro nos últimos 70 anos. Triste, mas verdadeiro"". A mensagem é #FAKE. "," A British Airways afirma que o vídeo não foi produzido pela companhia. ""O vídeo não é exato ou verdadeiro e não foi produzido por nós"", diz a empresa, em nota. ",1
"É #FAKE que presos liberados na pandemia cometeram 13,9% dos homicídios do país em abril", G1 Fato ou Fake ,Há 2 anos,,,"Índice, na verdade, se refere ao montante de egressos do sistema carcerário que foram assassinados no Rio Grande do Sul.",,,1
É #FAKE que vídeo mostre primeira-ministra da Austrália fingindo tomar vacina contra Covid, G1 Fato ou Fake ,Há 2 anos,,,"Quem aparece nas imagens, na verdade, é a premier de Queensland. E ela não finge tomar vacina contra coronavírus; até porque não há nenhuma aprovada ainda. Na verdade, vídeo editado mostra ela apenas repetindo a cena de tomar a dose contra gripe a pedido de fotógrafos e cinegrafistas.",,,1
É #FAKE que edição da revista 'Veja' de 2003 já falasse da Covid-19, CoronaVírus ,Há 2 anos, 25/07/2020 ," Por Roney Domingos, G1 ","Em vídeo, homem folheia exemplar da revista com reportagem sobre a Sars. Legendas que acompanham o vídeo afirmam que a Covid-19 já era conhecida na época. Mas especialistas explicam que são eventos diferentes."," Circula pelas redes sociais um vídeo em que um homem folheia um exemplar da revista ""Veja"" publicado em 7 de maio de 2003. Na capa da revista está: ""Sars - A epidemia que põe o mundo em pânico."" Legenda que acompanha o vídeo afirma que a revista já alertava desde 2003 sobre o novo coronavírus. Uma outra diz que ""o vírus sempre esteve em nossas vidas, mas faltavam patrocinadores para divulgar"". As mensagens são #FAKE. ", A edição da ,1
É #FAKE que Nobel da Paz disse que deixou cargo por ser obrigado a falsear dados da Covid, G1 Fato ou Fake ,Há 2 anos,,,Denis Mukwege nega essa afirmação. Ele diz que decidiu deixar o posto em província do Congo por conta de dificuldades enfrentadas na contenção da pandemia.,,,1
É #FAKE que família de Ciro Gomes é dona de 77 empresas de carros-pipa no Ceará, Fato ou Fake ,Há 2 anos, 25/07/2020 ," Por Roney Domingos, G1 ","Publicação sugere que transposição do São Francisco afeta interesse de empresas do tipo. Mensagem, porém, usa foto com caminhões de Pernambuco. Diretor de sindicato de pipeiros diz que empreendimentos do ramo no estado são apenas cerca de 30. "," Circula pelas redes sociais um cartaz com o rosto do ex-candidato à Presidência Ciro Gomes e a frase: ""77 empresas de carros-pipa no Ceará deverão falir, todas da família Gomes. Entenderam por que o PT não concluía a obra?"" A mensagem é #FAKE. "," Eduardo Rodrigues de Aragão, diretor do Sindicato dos Pipeiros do Estado do Ceará, diz que nunca ouviu falar sobre envolvimento da família Gomes com carros-pipa. Além disso, diz que há hoje no estado cerca de 30 empresas apenas. ""A maioria hoje é pessoa física"", diz. ",1
É #FAKE que vídeos mostrem filha de Julia Roberts cantando 'Garota de Ipanema', G1 Fato ou Fake ,Há 2 anos,,,"Quem aparece esbanjando talento com o clássico de Tom Jobim e Vinícius de Moraes em inglês e interpretando 'The way you look tonight', canção de 'O casamento do meu melhor amigo', é uma cantora armênia que lembra Julia quando jovem. Hazel, filha da atriz, nem sequer se parece com a garota.",,,1
É #FAKE que vídeo mostre primeira-ministra da Austrália fingindo tomar vacina contra Covid-19, CoronaVírus ,Há 2 anos, 03/07/2020 ," Por Roney Domingos, G1 ","Quem aparece nas imagens, na verdade, é a premier de Queensland. E ela não finge tomar vacina contra coronavírus; até porque não há nenhuma aprovada ainda. Na verdade, vídeo editado mostra ela apenas repetindo a cena de tomar a dose contra gripe a pedido de fotógrafos e cinegrafistas."," Circula pelas redes sociais uma imagem que mostra o momento em que uma política recebe uma vacina. Uma legenda diz: ""Ministra da Austrália faz propaganda tomando a vacina contra a Covid, distribuída pela China, porém não toma. Observem que nem a capinha protetora da seringa foi retirada"". A mensagem é totalmente #FAKE. "," Em primeiro lugar, a mulher que aparece no vídeo não é a primeira-ministra da Austrália, mas, sim, a premier de Queensland, um dos estados do país. O nome dela é Annastacia Palaszczuk. ",1
É #FAKE orientação para jogar água sanitária em rede de água de esgoto para evitar contaminação pelo coronavírus, Fato ou Fake ,Há 2 anos, 08/07/2020 ," Por Roberta Pennafort, CBN ","Mensagem falsa afirma que vírus presente nas fezes dos contaminados se multiplica nas águas residuais. Virologista diz que é improvável que o esgoto seja uma fonte capaz de infectar pessoas, como acontece com outras doenças.",," Circula nas redes sociais uma recomendação para que a população coloque água sanitária em ralos, pias e chuveiros para matar o coronavírus. A justificativa: o vírus está se multiplicando nos esgotos. É #FAKE. ",1
É #FAKE orientação para jogar água sanitária em rede de água de esgoto contra Covid-19, G1 Fato ou Fake ,Há 2 anos,,,"Mensagem falsa afirma que vírus presente nas fezes dos contaminados se multiplicam nas águas residuais. Virologista diz que é improvável que o esgoto seja uma fonte capaz de infectar pessoas, como acontece com outras doenças"".",,,1
É #FAKE que vídeos mostrem filha de Julia Roberts cantando música trilha de filme da atriz e 'Garota de Ipanema', Fato ou Fake ,Há 2 anos, 03/07/2020 ," Por Roberta Pennafort, CBN ","Quem aparece esbanjando talento com o clássico de Tom Jobim e Vinícius de Moraes em inglês e interpretando 'The way you look tonight', canção de 'O casamento do meu melhor amigo', é uma cantora armênia que lembra Julia quando jovem. Hazel, filha da atriz, nem sequer se parece com a garota."," Vídeos que têm viralizado nas redes sociais mostram uma jovem cantando ""Garota de Ipanema"" em inglês e a música trilha do filme ""O casamento do meu melhor amigo"". As legendas dizem se tratar de Hazel, filha da atriz Julia Roberts. É #FAKE. "," As legendas louvam o timbre pouco usual da voz da pessoa que canta – que, de fato, se parece bastante com a atriz quando ela era bem jovem. O rosto, o sorriso e os cabelos lembram os de Julia no filme “Um linda mulher”, de 1990, de quando ela tinha 21 anos. ",1
É #FAKE que foto mostre Papa Francisco chorando pedindo o fim da pandemia do coronavírus, Fato ou Fake ,Há 2 anos, 03/07/2020 ," Por Roney Domingos, G1 ",Imagem foi feita antes do primeiro caso de Covid-19. Ela é de outubro de 2019. Papa foi levado às lágrimas durante o Consistório para criação de novos cardeais.," Circula pelas redes sociais uma imagem do Papa Francisco com o rosto entre as mãos, cobrindo os olhos com um lenço. Uma legenda diz: ""O Papa chora pedindo a misericórdia de Deus para o fim do coronavírus"". A mensagem é #FAKE. ", A imagem que mostra o Papa não é recente e não foi tirada após o começo da pandemia do coronavírus no mundo. Ela foi registrada em outubro de 2019. ,1
É #FAKE que médico congolês Prêmio Nobel da Paz disse que deixou cargo por ser obrigado a falsear dados da Covid-19, CoronaVírus ,Há 2 anos, 03/07/2020 ," Por Roberta Pennafort, CBN ",Denis Mukwege nega essa afirmação. Ele diz que decidiu deixar o posto em província do Congo por conta de dificuldades enfrentadas na contenção da pandemia.," Circula nas redes sociais um texto atribuído ao médico congolês Denis Mukwege, Prêmio Nobel da Paz em 2018, em que ele afirma ter deixado um cargo público em seu país ao ser pressionado a falsear dados da Covid-19. É #FAKE. "," A mensagem falsa diz: “Não posso sujar meu Prêmio Nobel da Paz por dinheiro. Fomos obrigados a considerar qualquer doença como coronavírus, qualquer morte. Além disso, o que mais me desagradou é que, depois de mais de 100 amostras, nenhuma saiu positiva. Tenho carreira a proteger e sou congolês de sangue. Ficar rico mentindo é pecado diante de Deus. Eu me demiti”. Tal afirmação jamais foi feita por ele. ",1
É #FAKE que pintura previu a pandemia de Covid-19 e está exposta desde 1994 em aeroporto dos EUA, CoronaVírus ,Há 2 anos, 01/07/2020 ," Por Roberta Pennafort, CBN ",Obra que circula nas redes sociais mostra crianças de máscara de proteção e foi pintada neste ano. Aeroporto de Denver diz que ela jamais foi exposta no terminal.," Circula nas redes sociais a foto de uma pintura que mostra 28 crianças com rostos cobertos por máscaras de proteção contra o coronavírus estampadas com as bandeiras de diferentes países. A legenda diz que se trata de um mural exposto no aeroporto de Denver, nos Estados Unidos, que foi pintado em 1994. É #FAKE. ", A mensagem diz assim: “O mural do aeroporto de Denver pintado em 1994. Com que antecedência eles planejam esse tipo de coisa?” O teor corrobora teorias da conspiração segundo as quais o coronavírus foi criado artificialmente e espalhado pelo mundo propositalmente. ,1
É #FAKE que foto mostre soldados em obra no Rio São Francisco durante o governo Bolsonaro, Fato ou Fake ,Há 2 anos, 01/07/2020 ," Por Roney Domingos, G1 ",Foto foi tirada durante a primeira gestão de Dilma Rousseff. Imagem tem circulado depois de Bolsonaro visitar novo trecho da transposição.," Circula pelas redes sociais uma imagem de soldados do Exército trabalhando na obra de transposição do Rio São Francisco. Uma legenda que acompanha a imagem diz que ela foi feita durante o governo Bolsonaro, mas que a mídia esconde esse tipo de informação. É #FAKE. "," A imagem não foi feita durante o governo Bolsonaro, iniciado em 2019, mas durante a primeira gestão Dilma Rousseff. Há diversos registros da mesma imagem na internet em anos anteriores ao governo Bolsonaro. ",1
É #FAKE que foto mostre soldados em obra no Rio São Francisco durante o governo Bolsonaro, G1 Fato ou Fake ,Há 2 anos,,,Foto foi tirada durante a primeira gestão de Dilma Rousseff. Imagem tem circulado depois de Bolsonaro visitar novo trecho da transposição.,,,1
É #FAKE carta com logo da ONU que prevê um só governo mundial e destruição das famílias, Fato ou Fake ,Há 2 anos, 03/07/2020 ," Por Roney Domingos, G1 ",Documento falso enfatiza teorias conspiratórias que apontam para uma distopia global. ONU diz que documento é falso. Propostas reais da Agenda 21 e da Agenda 2030 são erradicar a pobreza e a fome e garantir um mundo sustentável.," Circula pelas redes sociais um cartaz escrito em inglês com o logotipo da ONU intitulado ""Agenda 21/ 2030"". Legendas em português que o acompanham afirmam que essa é a lista com as novas missões da ONU e que o documento determina um só governo mundial, moeda e banco únicos e destruição das famílias. É #FAKE. ", Consultado pelo ,1
É #FAKE carta com logo da ONU que prevê um só governo mundial e destruição das famílias, G1 Fato ou Fake ,Há 2 anos,,,Documento falso enfatiza teorias conspiratórias que apontam para uma distopia global. ONU diz que documento é falso. Propostas reais da Agenda 21 e da Agenda 2030 são erradicar a pobreza e a fome e garantir um mundo sustentável.,,,1
É #FAKE que termômetro digital infravermelho cause câncer e cegueira, CoronaVírus ,Há 2 anos, 30/06/2020 ," Por Roberta Pennafort, CBN ","Mensagens falsas afirmam que aparelho, que tem sido usado para evitar a propagação da Covid-19 no comércio, faz mal à saúde. Especialistas negam boato."," Circula nas redes sociais que os chamados termômetros de testa, de raio infravermelho, que vêm sendo usados para aferir a temperatura de frequentadores no comércio, fazem mal à saúde e à visão, podendo até a levar a casos de câncer e cegueira. É #FAKE. "," Consultado pela CBN, o clínico geral e o cardiologista Marcelo Sampaio, da Beneficência Portuguesa de São Paulo, afirma que o uso deste tipo de termômetro é seguro. “Esse termômetro mede a temperatura de forma rápida e sem encostar nas pessoas. É um método bastante seguro, embora às vezes haja alguns problemas de precisão (da temperatura). Claro que não deve ser aplicado diretamente nos olhos, porque pode existir a possibilidade de lesões. Sobre a ocorrência de câncer, não existem relatos. Pelo contrário, o infravermelho é usado em alguns tratamentos oncológicos”, explica o médico. ",1
É #FAKE que vídeo mostre nuvem de gafanhotos em cidade da Paraíba, G1 Fato ou Fake ,Há 2 anos,,,Imagens são de pássaros que vivem em praça no Centro de Monteiro. Especialista diz que gafanhotos não voam à noite e nuvem que tem ganhado os noticiários ainda está na Argentina.,,,1
É #FAKE que vídeo mostre fiscais do Ibama promovendo incêndio criminoso em área indígena, Fato ou Fake ,Há 2 anos, 25/06/2020 ," Por Roney Domingos, G1 ","Equipe mostrada no vídeo faz ação prevista em lei para prevenir queimadas e acertada previamente com órgãos. Legendas em tom de denúncia, porém, afirmam que atuação busca prejudicar o governo. Não é verdade."," Circula pelas redes sociais um vídeo em tom de denúncia que mostra uma equipe do Ibama ateando fogo ao mato à margem de uma rodovia. O homem que faz as imagens diz: ""Será que é para derrubar o governo Bolsonaro? Eu não duvido de nada. Agora saca só quem está tocando fogo. O Ibama"". A legenda afirma que se trata de um incêndio criminoso. É #FAKE. "," A ação mostrada no vídeo é executada pelo Ibama, mas de acordo com prática prevista em lei para prevenir queimadas. ""A ação realizada no vídeo é uma queima prescrita, prevista no Código Florestal (art. 38 da Lei 12.651/12) e utilizada durante o período chuvoso e no início do período seco (junho e julho) em locais com maior risco de ignição de fogo"", diz a assessoria do Ibama. ""Ao realizar as queimas nessa época, de forma controlada, se reduz a quantidade de combustível na seca, diminuindo drasticamente o risco de grandes incêndios florestais"", complementa. ",1
"É #FAKE que novo ministro da Educação fez posts no Twitter com ofensas a Miriam Leitão, Bruno Gagliasso e ministros do STF", Fato ou Fake ,Há 2 anos, 26/06/2020 ," Por Roney Domingos, G1 ",Imagens passaram a circular logo após o anúncio do novo nome. Ministério informa que Carlos Alberto Decotelli da Silva não tem perfil nas redes sociais e que posts são falsos.," Circulam pelas redes sociais prints de posts no Twitter atribuídos ao novo ministro da Educação, Carlos Alberto Decotelli da Silva, com ofensas à jornalista Miriam Leitão, ao ator Bruno Gagliasso e a ministros do Supremo Tribunal Federal (STF). Eles são #FAKE. "," Decotelli não tem perfil nas redes sociais e, portanto, não fez tais afirmações. O perfil verificado do Ministério da Educação no Twitter deixa claro: ""O novo ministro da pasta, Carlos Alberto Decotelli, não possui perfil na rede social Twitter. Todas as contas registradas com o nome do ministro são, portanto, falsas"". ",1
É #FAKE que Weintraub terá acesso a contas de ministros do STF quando ocupar cargo de diretor do Banco Mundial, Fato ou Fake ,Há 2 anos, 27/06/2020 ," Por Roney Domingos, G1 ","Banco afirma que informações contidas na mensagem são falsas. Otaviano Canuto, que esteve por 16 anos na instituição, diz que boato é 'completamente absurdo'."," Circula pelas redes sociais uma mensagem que diz que, como diretor do Banco Mundial, o ex-ministro da Educação Abraham Weintraub terá livre acesso às contas de todos os ministros do Supremo Tribunal Federal (STF). A afirmação é impressa sobre uma imagem do ex-ministro. É #FAKE. "," A assessoria do Banco Mundial teve acesso à mensagem falsa e diz que as informações são incorretas. Ou seja, não é verdade que os representantes dos países têm acesso a contas bancárias. ",1
É #FAKE que vídeo mostre nuvem de gafanhotos em cidade da Paraíba, Fato ou Fake ,Há 2 anos, 29/06/2020 ," Por Roney Domingos, G1 ",Imagens são de pássaros que vivem em praça no Centro de Monteiro. Especialista diz que gafanhotos não voam à noite e nuvem que tem ganhado os noticiários ainda está na Argentina.," Circula pelas redes sociais um vídeo em que um homem mostra uma revoada de animais em uma praça de Monteiro, na Paraíba, e afirma que se trata de uma nuvem de gafanhotos chegando à cidade. É #FAKE. "," As imagens não mostram uma nuvem de gafanhotos. Moradores de Monteiro dizem que as cenas mostram, na verdade, pássaros que vivem na Praça João Pessoa. ""São uns pássaros que tem aqui na praça. Eles se espantam e voam. Aí filmaram"", diz um rapaz que trabalha no serviço de mototáxi da cidade, localizado na mesma praça. ",1
É #FAKE que pandemia de gripe suína teve início na China como as da Sars e da Covid-19, G1 Fato ou Fake ,Há 2 anos,,,Casos de H1N1 surgiram primeiro no México; mensagem falsa diz que China é responsável por surtos mundiais desde 1997.,,,1
É #FAKE que foto mostre motorista ferido a pedrada após passageiro se recusar a usar máscara, CoronaVírus ,Há 2 anos, 29/06/2020 ," Por Roney Domingos, G1 ","Imagem circula em redes sociais com legenda que a liga à pandemia do novo coronavírus. Foto, porém, é antiga. Foi feita em 2015 e não tem nenhuma relação com a Covid-19."," Circula pelas redes sociais uma imagem que mostra um homem uniformizado com o rosto ensanguentado dentro de uma ambulância. Uma legenda diz: ""Esse motorista de ônibus acabou de levar uma pedrada na boca com um paralelepípedo e teve o maxilar quebrado por um passageiro que queria subir no coletivo sem máscara e ele reclamou"". É #FAKE. "," A imagem mostrada na mensagem não é recente e não tem nenhuma ligação com a pandemia do novo coronavírus, que fez várias cidades pelo país determinarem o uso de máscara nos transportes coletivos para evitar a propagação da doença. ",1
É #FAKE que uso de máscara de proteção faça mal à saúde tornando o sangue mais ácido, CoronaVírus ,Há 2 anos, 24/06/2020 ," Por Roberta Pennnafort, CBN ",Vídeo com fala de médico do Rio de Janeiro tem viralizado. Ele é contestado pelo Ministério da Saúde e por especialistas da área.," Um vídeo de um médico do Rio de Janeiro que diz que o uso da máscara de proteção prejudica as trocas gasosas e torna o sangue mais ácido, o que facilita com que o coronavírus se prolifere no organismo, tem viralizado nas redes sociais. Mas a mensagem é #FAKE. "," No vídeo, o médico João Vaz diz: “A máscara serve para você usar quando estiver falando com alguém com menos de 1,5 metro de distância. Fora isso, não tem serventia. Só é boa pro vírus, porque ele se propaga graças a disso. Com a máscara, o gás carbônico não sai com facilidade, e na próxima vez em que você mandar o ar pros pulmões, você vai levar partículas de gás carbônico novamente para dentro dos pulmões. Essas partículas voltam para o sangue na troca gasosa, e esse gás carbônico misturando com a água forma o acido carbônico. Acidifica o sangue. E acidificando, você vai ter um meio propício, ideal pro vírus, que precisa de ácido”. ",1
É #FAKE que texto sobre pandemia do medo foi escrito por C.S. Lewis, CoronaVírus ,Há 2 anos, 22/06/2020 ," Por Roney Domingos, G1 ",Posts em redes sociais apresentam o achado como parte do livro 'Cartas do Diabo a aprendiz'. Editora nega. Escritora brasileira diz ser a autora do texto viral.," Circula pelas redes sociais um texto intitulado ""Covid 19: A Pandemia do Medo"" acompanhado de legenda que o apresenta como trecho extraído do livro ""Cartas do Diabo a aprendiz"", publicado em 1943 e escrito por C.S. Lewis, o mesmo autor de As Crônicas de Nárnia. A mensagem é #FAKE. "," O texto não foi escrito por C.S Lewis e não está no livro """,1
É #FAKE que vídeo mostre fotos de fiéis mortos pela Covid-19 em igreja na Itália, CoronaVírus ,Há 2 anos, 23/06/2020 ," Por Gabriela Caesar, G1 ","
Vídeo foi gravado em 12 de abril deste ano, no domingo de Páscoa, nos Estados Unidos. Fotos não mostram mortos pela doença, mas sim lembrança dos fiéis que acompanhavam o culto por transmissão pela internet.", Circula nas redes sociais um vídeo que mostra um homem espantando ao encontrar praticamente a igreja vazia e com fotos de pessoas nos bancos. A mensagem que circula junto diz que as imagens representam os fiéis mortos com a Covid-19 e que a igreja fica na Itália. É #FAKE. ," O vídeo foi gravado na Igreja Batista Salem, em Lake, no estado de Mississippi, nos Estados Unidos, e não na Itália. Além disso, as fotos não mostram pessoas mortas pela Covid-19, mas sim fiéis que não puderam acompanhar o culto presencialmente por causa do isolamento social. ",1
É #FAKE que Frederick Wassef seja advogado de Adélio Bispo, Fato ou Fake ,Há 2 anos, 23/06/2020 ," Por Roberta Pennafort, CBN ","Dono do sítio onde estava Fabrício Queiroz, ex-assessor de Flávio Bolsonaro, defendeu presidente Jair Bolsonaro no caso da facada, e não seu agressor."," Circula nas redes sociais que Frederick Wassef, advogado em cujo sítio em Atibaia (SP) foi preso Fabrício Queiroz, ex-assessor do senador Flávio Bolsonaro, foi defensor de Adélio Bispo de Oliveira, homem que esfaqueou o então candidato a presidente Jair Bolsonaro na campanha eleitoral de 2018. É #FAKE. "," Pelo contrário, Wassef representou Bolsonaro neste caso. A agressão ocorreu no dia 6 de setembro de 2018, durante a campanha eleitoral, na cidade de Juiz de Fora (MG), e já foi encerrado pela Justiça. ",1
É #FAKE mensagem que fala em distribuição de almanaque da Turma da Mônica na quarentena, CoronaVírus ,Há 2 anos, 23/06/2020 ," Por Roney Domingos, G1 ",Boato que circula nas redes sociais é uma tentativa de golpe. Leitor não deve clicar no link que a mensagem indica porque endereço é suspeito e pode coletar dados. Instituto Maurício de Sousa diz que publicação é falsa.," Circula pelas redes sociais uma mensagem que diz que “o Instituto Maurício de Souza está distribuindo gratuitamente o Super Almanaque Turma da Mônica, Edição Estude em Casa em todo o Brasil”. O texto diz ainda: “Presenteie as crianças nessa quarentena! Para ganhar, basta fazer o cadastro no site da promoção”. É #FAKE. "," A mensagem disponibiliza um link suspeito, um indício de golpe, que pode coletar dados pessoais e bancários. Outro detalhe que denota a falsidade do texto é que há um erro de grafia no sobrenome do famoso quadrinista. ",1
